iter	Logloss
170	0.194767252
171	0.1946797959
172	0.1946124789
173	0.1945493885
174	0.1943860083
175	0.1943233825
176	0.1941891233
177	0.1941418397
178	0.1939427084
179	0.1937982445
180	0.1936369893
181	0.1935539003
182	0.1934467643
183	0.1933386345
184	0.1932276028
185	0.1930627866
186	0.1929884985
187	0.1927239173
188	0.1926055892
189	0.1924269422
190	0.1922655644
191	0.1921352065
192	0.1920112704
193	0.1918759564
194	0.1917585256
195	0.1915221737
196	0.1914107159
197	0.1912573437
198	0.1911833202
199	0.1910373015
200	0.1908831398
201	0.1906959937
202	0.1905181923
203	0.190214386
204	0.1900588251
205	0.1899484801
206	0.1897963755
207	0.189652269
208	0.1895243803
209	0.1894139714
210	0.1892634917
211	0.1891417763
212	0.1890078935
213	0.1889421333
214	0.1887761299
215	0.188673509
216	0.1885603442
217	0.1883957181
218	0.1881497368
219	0.1880297382
220	0.1879341687
221	0.1877801635
222	0.1876346442
223	0.1875292243
224	0.1874256823
225	0.1873162383
226	0.1871902438
227	0.1870193038
228	0.1869349018
229	0.1867964242
230	0.186712678
231	0.1866080058
232	0.1865503203
233	0.1864356832
234	0.1863129445
235	0.1861657675
236	0.1860560859
237	0.1859845772
238	0.185829406
239	0.1857135613
240	0.1855881931
241	0.1854520977
242	0.1854006773
243	0.1852703925
244	0.1851831004
245	0.1851051548
246	0.1849793293
247	0.1848625412
248	0.1847762253
249	0.1846921451
250	0.1845791643
251	0.1844996285
252	0.1844048705
253	0.1843025948
254	0.1841613647
255	0.1840945861
256	0.1839921216
257	0.1839067986
258	0.1837367649
259	0.1836678027
260	0.1835711765
261	0.1834581425
262	0.1833995312
263	0.1832757797
264	0.1831546963
265	0.1830755397
266	0.1830088423
267	0.1829504237
268	0.182865792
269	0.1827781142
270	0.1826925887
271	0.1826011552
272	0.1824459789
273	0.1823404955
274	0.1822489276
275	0.1821569121
276	0.1820332326
277	0.1819476254
278	0.1818747958
279	0.1817931964
280	0.1817170928
281	0.1816693148
282	0.1815696816
283	0.1814979553
284	0.1814090709
285	0.1813418586
286	0.1812431648
287	0.1811793235
288	0.1810940457
289	0.1810524067
290	0.1809887846
291	0.180909779
292	0.1808320059
293	0.1807865426
294	0.1807253687
295	0.1806529377
296	0.180568476
297	0.1804930762
298	0.1804448534
299	0.1803865636
300	0.1803140966
301	0.1802620883
302	0.1801951456
303	0.1801202233
304	0.1800829587
305	0.1800278989
306	0.1799870577
307	0.1799180827
308	0.1798274213
309	0.1797215504
310	0.1796393323
311	0.1795613274
312	0.1794913537
313	0.179422046
314	0.1793569553
315	0.1792798196
316	0.179221087
317	0.1791468196
318	0.1790953165
319	0.1790293412
320	0.1789137849
321	0.178855627
322	0.1788067014
323	0.1787301011
324	0.1786608453
325	0.1786331645
326	0.1785671201
327	0.1784895572
328	0.1784282257
329	0.1783531179
330	0.1783194549
331	0.1782961326
332	0.1782454879
333	0.1782283203
334	0.1781915337
335	0.1781196128
336	0.178071869
337	0.1780432999
338	0.1779930074
339	0.1779276
340	0.1778504374
341	0.1778348858
342	0.1777658836
343	0.1777284159
344	0.177658375
345	0.1775677579
346	0.1774953577
347	0.1774949284
348	0.1774358362
349	0.1773753116
350	0.1773483558
351	0.1773022293
352	0.1772155325
353	0.1771642917
354	0.1770995066
355	0.1770672162
356	0.177010142
357	0.1769211492
358	0.1768818206
359	0.1768814334
360	0.1767829305
361	0.1767371738
362	0.1766990563
363	0.1766412114
364	0.1766277745
365	0.1765754356
366	0.1764841237
367	0.176421867
368	0.1763941395
369	0.1763404286
370	0.1762435517
371	0.1761616105
372	0.1760984198
373	0.1760442003
374	0.1760148226
375	0.1759523734
376	0.175875091
377	0.1758002027
378	0.1757357286
379	0.1756823462
380	0.1756338677
381	0.1755612937
382	0.1755361537
383	0.1754982907
384	0.1754171268
385	0.1753632148
386	0.1753031209
387	0.1752495677
388	0.1751994308
389	0.1751176133
390	0.1750440235
391	0.1749522303
392	0.17488116
393	0.1748458471
394	0.1748276096
395	0.1747831929
396	0.1747232362
397	0.1746588389
398	0.1746165393
399	0.1745697117
400	0.1744973329
401	0.1744686134
402	0.1744683175
403	0.1744498498
404	0.1744078703
405	0.1743506324
406	0.1742854377
407	0.1742259732
408	0.1741773472
409	0.1741612145
410	0.1741143049
411	0.1740472518
412	0.1740472197
413	0.1739998076
414	0.1739580677
415	0.1739083713
416	0.1738231336
417	0.1737696455
418	0.1737567654
419	0.1737008853
420	0.1736487608
421	0.1735823084
422	0.173564813
423	0.1735007755
424	0.1734306791
425	0.1733915075
426	0.1733786526
427	0.1733559532
428	0.1733124266
429	0.1732996133
430	0.1732364454
431	0.1731779103
432	0.1731776342
433	0.1731155505
434	0.1730743014
435	0.1730742902
436	0.1730177809
437	0.1729780649
438	0.1729472859
439	0.1728716171
440	0.1728358985
441	0.1727797911
442	0.1727223757
443	0.1727013581
444	0.1726604053
445	0.1726056945
446	0.1725813879
447	0.172569974
448	0.172519579
449	0.1725077836
450	0.1724662165
451	0.172390856
452	0.1723508136
453	0.172302406
454	0.1722448263
455	0.1721899629
456	0.1721683131
457	0.1721196412
458	0.1720814351
459	0.1720713742
460	0.1720616999
461	0.1720392923
462	0.1719743222
463	0.1719654906
464	0.1719073461
465	0.1718545452
466	0.17178728
467	0.1717388297
468	0.1717004863
469	0.1716345585
470	0.1715766393
471	0.1715487755
472	0.1715388525
473	0.1715298584
474	0.1714745446
475	0.1714334381
476	0.1713833687
477	0.1713385443
478	0.1713129655
479	0.1712611764
480	0.1712194595
481	0.1711994622
482	0.1711912645
483	0.1711279549
484	0.1711076248
485	0.1710559346
486	0.1710460283
487	0.1710361875
488	0.1709820383
489	0.1709394738
490	0.170881146
491	0.1708453818
492	0.1707866454
493	0.1707285953
494	0.1706709812
495	0.1706370132
496	0.1706010895
497	0.1705691843
498	0.1705620895
499	0.1705507037
500	0.1705488767
501	0.1705016865
502	0.1704850009
503	0.1704361939
504	0.1703995604
505	0.1703738084
506	0.1703310945
507	0.1702833426
508	0.1702611083
509	0.1702173923
510	0.1702092735
511	0.1701808906
512	0.1701574033
513	0.1701112787
514	0.17011081
515	0.1700693754
516	0.1700693345
517	0.1700170679
518	0.1699672222
519	0.1699133916
520	0.1698614458
521	0.1698209856
522	0.1698101764
523	0.1697592952
524	0.1697253861
525	0.1697252491
526	0.1696710463
527	0.1696326288
528	0.1695493332
529	0.1695319211
530	0.1694995255
531	0.1694498107
532	0.1694020874
533	0.1693701957
534	0.1693250564
535	0.1693179401
536	0.1692566012
537	0.1692548494
538	0.1692213921
539	0.1692149137
540	0.1691868632
541	0.1691573933
542	0.1691279041
543	0.1690872221
544	0.1690853366
545	0.1690672206
546	0.1690538211
547	0.1690084075
548	0.1689705076
549	0.1689154944
550	0.1688474552
551	0.1687947743
552	0.1687311848
553	0.1686912391
554	0.1686508327
555	0.1685949681
556	0.1685469934
557	0.1685075178
558	0.168501432
559	0.1684999679
560	0.1684985628
561	0.1684590985
562	0.1683986646
563	0.1683578196
564	0.168355204
565	0.1683263982
566	0.168308228
567	0.1683065352
568	0.1682589125
569	0.1682187432
570	0.1681669865
571	0.1680961623
572	0.168062589
573	0.1680320102
574	0.1679836238
575	0.167954673
576	0.1679374752
577	0.1678918333
578	0.1678442832
579	0.1678034731
580	0.1677727386
581	0.1677352172
582	0.1677269906
583	0.1677100412
584	0.1677074995
585	0.1676706286
586	0.1676592633
587	0.1676167147
588	0.1675847359
589	0.1675283662
590	0.1675269006
591	0.1675255742
592	0.1675231521
593	0.1675055464
594	0.1674576169
595	0.1674563524
596	0.1674331651
597	0.1674262245
598	0.1673894744
599	0.1673436237
600	0.1673410663
601	0.167317716
602	0.1672879892
603	0.1672716062
604	0.1672065181
605	0.1671604727
606	0.1670951913
607	0.1670403938
608	0.1669986694
609	0.1669768543
610	0.1669752965
611	0.1669737511
612	0.1669722726
613	0.1669698165
614	0.166948649
615	0.1669463126
616	0.1669382365
617	0.1669102137
618	0.1668742703
619	0.1668742644
620	0.1668728233
621	0.1668534864
622	0.1668121354
623	0.1667965892
624	0.1667426266
625	0.1666935175
626	0.1666935021
627	0.1666463894
628	0.1665992004
629	0.1665473255
630	0.1665192825
631	0.1665192626
632	0.1664626262
633	0.1664361585
634	0.16637865
635	0.1663436135
636	0.166320965
637	0.166318803
638	0.1663103739
639	0.1662921451
640	0.1662832495
641	0.1662169942
642	0.166192753
643	0.1661916982
644	0.1661278616
645	0.1660886944
646	0.1660287689
647	0.166009796
648	0.1659977227
649	0.1659956568
650	0.165977007
651	0.165927775
652	0.1659264207
653	0.1658776073
654	0.1658365225
655	0.1658345457
656	0.165793892
657	0.1657427072
658	0.1656962327
659	0.1656542812
660	0.1655942451
661	0.1655509532
662	0.1655423725
663	0.1655407313
664	0.1655207846
665	0.1654726598
666	0.1654386932
667	0.1654035406
668	0.1653746369
669	0.1653266932
670	0.1653058157
671	0.165270486
672	0.1652174746
673	0.1651687228
674	0.1651541311
675	0.1651207001
676	0.1650697434
677	0.1650678721
678	0.1650663432
679	0.165024978
680	0.1650232118
681	0.1649980572
682	0.1649586121
683	0.1649312127
684	0.1648838607
685	0.1648619186
686	0.1648201844
687	0.1647815642
688	0.1647443964
689	0.1647060383
690	0.164678012
691	0.1646399229
692	0.164594283
693	0.1645630932
694	0.1645313938
695	0.1644952994
696	0.1644634682
697	0.1644399307
698	0.1644056679
699	0.1643735227
700	0.1643223841
701	0.1642837772
702	0.1642472197
703	0.1642245301
704	0.1641770458
705	0.1641753487
706	0.1641171729
707	0.1641155271
708	0.1640711582
709	0.1640226164
710	0.1640226076
711	0.164004385
712	0.1639691496
713	0.1639237376
714	0.1638912483
715	0.163889666
716	0.1638667311
717	0.1638384391
718	0.1638207955
719	0.1637811146
720	0.1637750469
721	0.1637602109
722	0.163727318
723	0.1637032216
724	0.1636741094
725	0.1636513844
726	0.1636402917
727	0.1636022693
728	0.1635847777
729	0.1635243784
730	0.1634969689
731	0.1634255914
732	0.1633740703
733	0.1633446528
734	0.1632900108
735	0.163232905
736	0.1631959032
737	0.1631799024
738	0.1631545212
739	0.1631114301
740	0.1630518116
741	0.1630117058
742	0.1629847813
743	0.1629583399
744	0.1629106536
745	0.1628698491
746	0.1628597945
747	0.1628274053
748	0.1628020554
749	0.1627670421
750	0.1627323076
751	0.162668348
752	0.1626356029
753	0.1626023637
754	0.1625967675
755	0.1625462954
756	0.1625447536
757	0.1624887151
758	0.1624879222
759	0.1624674372
760	0.1624317927
761	0.1624199175
762	0.1623767427
763	0.1623634864
764	0.1623366109
765	0.1623357081
766	0.1623347408
767	0.1622900056
768	0.1622781411
769	0.1622501212
770	0.1622234364
771	0.1621953508
772	0.1621649472
773	0.162117219
774	0.1620948436
775	0.1620776572
776	0.162014426
777	0.1619763714
778	0.1619233427
779	0.1618995344
780	0.1618623786
781	0.1618441327
782	0.1618041188
783	0.1617918709
784	0.1617372286
785	0.1616969982
786	0.1616201085
787	0.1615860524
788	0.1615531727
789	0.1615054431
790	0.1614904852
791	0.1614463045
792	0.161396559
793	0.1613555341
794	0.1613313342
795	0.1612967166
796	0.1612753394
797	0.1612744375
798	0.1612593585
799	0.161208901
800	0.1611694658
801	0.1611183171
802	0.1610820688
803	0.1610484787
804	0.1610151552
805	0.1610024287
806	0.1609476852
807	0.1608951881
808	0.1608400173
809	0.1608092483
810	0.1607905329
811	0.1607694683
812	0.1607694459
813	0.1607401839
814	0.1607158484
815	0.1606836453
816	0.1606372331
817	0.160588879
818	0.1605601175
819	0.1605177959
820	0.1604873394
821	0.1604769815
822	0.1604318556
823	0.1604217263
824	0.1603680952
825	0.1602985559
826	0.1602448162
827	0.1602102678
828	0.1601903114
829	0.1601590295
830	0.1601487876
831	0.1601120527
832	0.1601006228
833	0.1600904044
834	0.1600436242
835	0.1599885273
836	0.1599574234
837	0.1599573197
838	0.1599297819
839	0.1598926604
840	0.1598687726
841	0.1598441703
842	0.1598023056
843	0.159758941
844	0.1597387511
845	0.1597213265
846	0.1596862957
847	0.1596419894
848	0.1596110007
849	0.1595721392
850	0.1595434623
851	0.1595170555
852	0.1594732711
853	0.1594244628
854	0.1594055563
855	0.1593774693
856	0.1593145306
857	0.1592440899
858	0.1592113367
859	0.1591671617
860	0.1591163205
861	0.1590769631
862	0.1590488738
863	0.1590229025
864	0.1589724658
865	0.1589345462
866	0.1589230439
867	0.1589088985
868	0.1589089088
869	0.1588995408
870	0.1588798155
871	0.1588453492
872	0.1587999458
873	0.1587756466
874	0.1587622442
875	0.1587412885
876	0.158735944
877	0.1587280647
878	0.1586978285
879	0.1586625314
880	0.1586424423
881	0.1586114906
882	0.1585775338
883	0.1585134123
884	0.158507636
885	0.1585060262
886	0.1584509671
887	0.1584274925
888	0.1584003015
889	0.1584002866
890	0.1583592222
