iter	Logloss
581	0.1750827783
582	0.1750597518
583	0.1749908668
584	0.1749387688
585	0.1749197038
586	0.1748804166
587	0.1748355173
588	0.1747983718
589	0.1747851336
590	0.1747529366
591	0.1747292467
592	0.1746960632
593	0.1746743676
594	0.1746448083
595	0.1746085128
596	0.1745941736
597	0.174571142
598	0.1745142171
599	0.174489239
600	0.1744357643
601	0.1743600699
602	0.174331746
603	0.1743221042
604	0.1743122351
605	0.1742730813
606	0.1742558973
607	0.1742145323
608	0.1741706001
609	0.1741438063
610	0.1741264225
611	0.1741182642
612	0.1740884707
613	0.1740641935
614	0.1740196132
615	0.1740016915
616	0.1739599328
617	0.1739122771
618	0.1738992194
619	0.1738844299
620	0.1738527499
621	0.1738216312
622	0.1737719029
623	0.1737618553
624	0.1737387956
625	0.1737253368
626	0.1736736902
627	0.1736506099
628	0.1736390633
629	0.1736076702
630	0.1735930851
631	0.1735723914
632	0.1735392155
633	0.173499942
634	0.1733772072
635	0.1732727739
636	0.1732281803
637	0.1732188319
638	0.1731924191
639	0.1731654009
640	0.1731405468
641	0.1730681065
642	0.1730559111
643	0.1730258683
644	0.1729919762
645	0.1728951403
646	0.1728660385
647	0.1728585871
648	0.1728404861
649	0.1728203836
650	0.1727932668
651	0.1727924973
652	0.1727748293
653	0.1727653025
654	0.1727367349
655	0.1726882552
656	0.1726355775
657	0.1725840707
658	0.1725668147
659	0.1725492158
660	0.1725397635
661	0.1725036889
662	0.1724640496
663	0.1724468162
664	0.172401646
665	0.1723978273
666	0.1723459643
667	0.1723230038
668	0.172305832
669	0.1722865643
670	0.1721898444
671	0.172184403
672	0.1721594758
673	0.1721554389
674	0.1721392628
675	0.1721071487
676	0.1720637718
677	0.1720283094
678	0.1719935644
679	0.1719748569
680	0.1719627412
681	0.1718561261
682	0.1718054568
683	0.1717581582
684	0.1717107442
685	0.171681324
686	0.171628336
687	0.1716234586
688	0.1715985366
689	0.1715861326
690	0.1715602149
691	0.1715524285
692	0.1715245692
693	0.1714909146
694	0.1714593947
695	0.171447376
696	0.1714086444
697	0.1713921361
698	0.1713796628
699	0.1713403763
700	0.1713306725
701	0.1712819532
702	0.171263015
703	0.1712489662
704	0.1712259391
705	0.1711758877
706	0.1711565288
707	0.1711277141
708	0.1711012458
709	0.1710825436
710	0.1710495133
711	0.1710111176
712	0.1709654809
713	0.1709654734
714	0.1709654636
715	0.170945924
716	0.1709236302
717	0.1708627048
718	0.1708410016
719	0.1707529335
720	0.1706667357
721	0.1706396943
722	0.1705954639
723	0.1705902066
724	0.1705506206
725	0.170529344
726	0.1704848651
727	0.170435386
728	0.1703850178
729	0.1703733848
730	0.1702770317
731	0.1702404175
732	0.1702208273
733	0.1702141056
734	0.1701965016
735	0.1701869392
736	0.1701404953
737	0.1701214311
738	0.1701148057
739	0.1700881097
740	0.1700668109
741	0.1700388162
742	0.1699689993
743	0.1699631763
744	0.1699597992
745	0.1699370319
746	0.1699257191
747	0.1699043589
748	0.1698941579
749	0.1698712155
750	0.1698479811
751	0.1698296652
752	0.1698042216
753	0.1697659014
754	0.1697408707
755	0.1697001529
756	0.1696590436
757	0.1696444699
758	0.1696379432
759	0.1696207231
760	0.1695873781
761	0.1695787414
762	0.1695290652
763	0.1694527425
764	0.1693619647
765	0.1693286058
766	0.1693021936
767	0.1692862678
768	0.1692638744
769	0.1692266874
770	0.1691226993
771	0.1690439784
772	0.1689914688
773	0.1689742039
774	0.1689626978
775	0.1689591418
776	0.1689086282
777	0.1688703832
778	0.1688633263
779	0.1688461881
780	0.1688277953
781	0.1687938835
782	0.1687288214
783	0.1686827545
784	0.1685608685
785	0.1685324479
786	0.1685001338
787	0.1684404746
788	0.1684079536
789	0.1683135743
790	0.1682882581
791	0.1682676209
792	0.1682495492
793	0.1682001061
794	0.1681816946
795	0.1681458136
796	0.1681402767
797	0.1681136934
798	0.1680864983
799	0.1680761718
800	0.167972073
801	0.1679601865
802	0.1679366444
803	0.1679084326
804	0.1678713944
805	0.1678702688
806	0.167857702
807	0.1677953088
808	0.1677852294
809	0.1677666891
810	0.1677204287
811	0.1676266146
812	0.1676006462
813	0.1675616795
814	0.1675028702
815	0.1674693187
816	0.1673533073
817	0.1673345346
818	0.1672375763
819	0.167232291
820	0.1671991183
821	0.1671769931
822	0.1671285933
823	0.1671032348
824	0.1670597816
825	0.1670546213
826	0.167020475
827	0.1669634624
828	0.1669096679
829	0.1668978173
830	0.1668173434
831	0.1667444431
832	0.1667285021
833	0.1667240803
834	0.1666719204
835	0.1666398588
836	0.1666307173
837	0.1665885111
838	0.1665648305
839	0.1665378029
840	0.1664658243
841	0.1664222411
842	0.1663899766
843	0.1663380354
844	0.166264976
845	0.1662476511
846	0.1662224186
847	0.1661784583
848	0.1661625213
849	0.166134393
850	0.1661025504
851	0.1660445834
852	0.1660168157
853	0.1659823588
854	0.1659767228
855	0.1659571457
856	0.1659310784
857	0.1658558401
858	0.1658183418
859	0.1657818318
860	0.1656724529
861	0.1656641042
862	0.1656002338
863	0.1655370817
864	0.1655232749
865	0.1654923032
866	0.1654789807
867	0.1654470388
868	0.1653699647
869	0.165348337
870	0.165280915
871	0.1652666451
872	0.1652133917
873	0.1651194303
874	0.1650273002
875	0.1650042525
876	0.1649477825
877	0.1648925628
878	0.1648256433
879	0.1647693697
880	0.1647102396
881	0.1646509043
882	0.1646009779
883	0.1645711244
884	0.1645414724
885	0.1645025889
886	0.1644333728
887	0.1643700074
888	0.1642977624
889	0.164275018
890	0.1642316851
891	0.1641575799
892	0.1641247872
893	0.1641015177
894	0.1640308721
895	0.1640110928
896	0.1639841362
897	0.1639072677
898	0.1638001647
899	0.1637869772
900	0.1637226157
